shopName,shopAddress,shopPhone,licencePics,poiQualificationInfoUrl,poiQualificationInfo
马金龙清真麻辣烫（长山湖店）,福建省福州市长乐区航城街道吴航路800号龙团公寓（城市之春）6幢10、11号店面,['15080065606'],"['http://p1.meituan.net/xianfu/4610a7ed79de803453f7add48aaa5306126922.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/waimaipoi/2f8d81f4f10f3056f681a66e3597d75e255847.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=884382190996733
林氏味绝（长乐店）,长乐区吴航街道十洋村奎桥新村（地号：（45）－68）,['18759100260'],"['http://p0.meituan.net/xianfu/420973490c02cf24bf34db2a8ea37f22131829.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/xianfu/ac079e9abac187a2608433cdb1aad5d8145197.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=1118152965956331
85度C（长山湖店FZ017）,福建省福州市长乐市长乐长山湖购物广场1楼,"['059128819085', '15860816509']","['http://p0.meituan.net/waimaipoi/6c70f1779d372453d7d710b24d1aff10123766.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/waimaipoi/dc6089c8a39434457dc26ebfc8656518247625.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=907403215732013
凉凉冰饭烧烤,福建省福州市长乐市航城街道龙门村龙景路新村一区一排1号-1间店面,['18259177520'],"['http://p0.meituan.net/xianfu/4fc9457dfd5d8097563609faf281010455485.jpg@900w_600h_1e_1c', 'http://p1.meituan.net/waimaipoi/6b56bf381857771b8f0495fae4a1fff1216374.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=993628979167201
肯德基宅急送（长山湖店）,长乐市航城街道龙门村长山湖广场一、二层,['4009208801'],"['http://p1.meituan.net/waimaipoi/a843e9afe8a9bab1b84d4228f6a6fa00168708.jpg@900w_600h_1e_1c', 'http://p1.meituan.net/waimaipoi/ef562285a72c1bc03459ad50ab2fb44a157482.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=998941853685704
德克士（长乐餐厅）,吴航街道惠航大厦一楼,['059128887372'],"['http://p0.meituan.net/xianfu/a0f3a2ae3ed7e0e55da825370caa75af47021.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/xianfu/e5175d6167993550d218900e64b45427276783.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=923260234983220
福州麦当劳长乐DT餐厅,福州长乐航城镇西洋南路195号得来速餐厅,['4000517117'],"['http://p0.meituan.net/waimaipoi/9aa4c59632c3750f8c6c06174575066e171076.jpg@900w_600h_1e_1c', 'http://p1.meituan.net/waimaipoi/7db15e33b55ed73eedd8765fff50a6db397275.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=1048608855492230
1點點(长山湖店),福州市长乐市吴航路800号,['059128888311'],"['http://p0.meituan.net/xianfu/64dcce470a66d2b4dd13f0a80bc454c8113893.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/xianfu/fc8d720276f4cb7d76642a67afd758e0134127.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=924308206991259
三只鱼石锅鱼餐馆,航城街道罗马花园40#楼46-47号店,['18860137675'],"['http://p1.meituan.net/xianfu/998f6f6c284861b69d1c5848f0f7b704132885.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/xianfu/20e9d4f9f6d123dad9049198b5719761141899.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=1050550180765782
华莱士（长乐长山湖店）,福建省福州市长乐区航城街道吴航路800-6号,['15980511848'],"['http://p1.meituan.net/waimaipoi/5a67d2c1b55fc38f52b63419ba4d8b4498373.jpg@900w_600h_1e_1c', 'http://p1.meituan.net/waimaipoi/4ad584dfa1848824ab4d968db46dfea2216434.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=1110804276953451
9班烤场(烧烤•冰饭),会堂路332号,['15005953767'],"['http://p0.meituan.net/waimaipoi/ea2e55e97896c3022e454fc494b9d739132154.jpg@900w_600h_1e_1c', 'http://p1.meituan.net/waimaipoi/c8294b6e33e41dde5d41878a0362b5e1222657.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=1032283684835824
百脆鱼庄（长乐店）,西洋北路75号,['15359730675'],"['http://p0.meituan.net/waimaipoi/b0b73f78aaf0751bdd2cdc692ce48fac156073.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/waimaipoi/68a24db2ffde35c5bb509855e6d0b3da190696.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=944000632062063
MissChen韩国炸鸡,福建省福州市长乐市航城街道吴航路1000号皇庭丹郡13幢2层S69店面,"['15880129210', '13818803872']","['http://p1.meituan.net/xianfu/257b14d6ddbc44a8367e4d92cb734ca282339.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/xianfu/fee0d9db1664cf00b224dfc2d7ad3dda342461.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=901192693046966
鲜芋仙（长山湖店）,航城街道广场路39号长山湖购物广场1F-23,['059128987776'],['http://p1.meituan.net/xianfu/c7edd685dcb9a8bf2e18f120924b00b1133954.jpg@900w_600h_1e_1c'],,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=1042119159906449
芝根芝底（长乐会堂店）,福建省福州市长乐市航城街道航建小区15号店面,"['059128801297', '18659157594']","['http://p1.meituan.net/xianfu/3ea27a09cbee4679b1bf84ac7b3b5e4f338898.jpg@900w_600h_1e_1c', 'http://p1.meituan.net/xianfu/70ddccf553d94b398c2fbc96a3318661417765.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=921258780225479
蒸鸡先生,福建省福州市长乐区吴航街道华达花园1幢110号、111号,['15960190321'],"['http://p1.meituan.net/waimaipoi/41e9b5f352c589d1271c9401febf847a104453.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/waimaipoi/5f520c15fb586d295f7b74ef360a2d7a195561.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=1089011612864063
饭冰冰冰饭,福建省福州市长乐市吴航镇航辉花园郑和路6号店,"['18650793532', '15880422284']","['http://p1.meituan.net/xianfu/c10042f352aca1bac3da5e9e102d8b0189912.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/waimaipoi/1d989fd83dada3e77f431028bc8af62f222364.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=932206651848008
玛格利塔现烤披萨（吴航店）,福建省长乐市会堂路188号吴航永辉一层店面,['0591-28791779'],"['http://p1.meituan.net/xianfu/7941f30200d38c87248f4a700425ed00164485.jpg@900w_600h_1e_1c', 'http://p1.meituan.net/waimaipoi/7ee96d9e1d41a60d82d9ffd91de1a7c9371816.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=853595865438073
董小宛牛焖饭,福建省福州市长乐市吴航街道文学路2号11座第15间店面,['18767706157'],"['http://p1.meituan.net/waimaipoi/c0aea992b0bbeca386ee6b61729d3a39132238.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/waimaipoi/e62a536ac90401dcd62b6f6517548534173993.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=964032359503974
零零基（一家专门做炸鸡的店）,福建省福州市长乐市吴航街道西洋中路110号国际明珠23号店面,['15860826282'],"['http://p0.meituan.net/waimaipoi/d98b292a23b1294c9ce9ce98edca8cd949289.jpg@900w_600h_1e_1c', 'http://p1.meituan.net/waimaipoi/b28a6c3fac56414e120411163038a983214983.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=932820832193727
1點點（长乐1中店）,福州市长乐市培青路13号,['059128888733'],"['http://p1.meituan.net/xianfu/55453422301de407021ea72960a022ba117430.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/xianfu/43dd16052231b32d87dabfb9b08b28a0272979.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=980821386700331
马金龙清真麻辣烫（长山湖店）,福建省福州市长乐区航城街道吴航路800号龙团公寓（城市之春）6幢10、11号店面,['15080065606'],"['http://p1.meituan.net/xianfu/4610a7ed79de803453f7add48aaa5306126922.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/waimaipoi/2f8d81f4f10f3056f681a66e3597d75e255847.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=884382190996733
林氏味绝（长乐店）,长乐区吴航街道十洋村奎桥新村（地号：（45）－68）,['18759100260'],"['http://p0.meituan.net/xianfu/420973490c02cf24bf34db2a8ea37f22131829.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/xianfu/ac079e9abac187a2608433cdb1aad5d8145197.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=1118152965956331
85度C（长山湖店FZ017）,福建省福州市长乐市长乐长山湖购物广场1楼,"['059128819085', '15860816509']","['http://p0.meituan.net/waimaipoi/6c70f1779d372453d7d710b24d1aff10123766.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/waimaipoi/dc6089c8a39434457dc26ebfc8656518247625.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=907403215732013
德克士（长乐餐厅）,吴航街道惠航大厦一楼,['059128887372'],"['http://p0.meituan.net/xianfu/a0f3a2ae3ed7e0e55da825370caa75af47021.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/xianfu/e5175d6167993550d218900e64b45427276783.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=923260234983220
1點點（长乐1中店）,福州市长乐市培青路13号,['059128888733'],"['http://p1.meituan.net/xianfu/55453422301de407021ea72960a022ba117430.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/xianfu/43dd16052231b32d87dabfb9b08b28a0272979.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=980821386700331
一家人水果,吴航街道团结小区10幢4号店面,['18960866861'],"['http://p1.meituan.net/xianfu/9ead3cb38bc079742aa4563eeda59a8c113430.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/xianfu/ab6d8933e3a7d38acdae2c118427a48293220.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=1078579137318461
林氏味绝（长乐店）,长乐区吴航街道十洋村奎桥新村（地号：（45）－68）,['18759100260'],"['http://p0.meituan.net/xianfu/420973490c02cf24bf34db2a8ea37f22131829.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/xianfu/ac079e9abac187a2608433cdb1aad5d8145197.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=1118152965956331
华莱士(长乐南山店),福州市长乐奎桥路南山花园3#19号店面,['059128813353'],"['http://p0.meituan.net/xianfu/aaefe333c4a64ca267925c47783b16bf78972.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/xianfu/27e440ce2545bd9480ff2f992989489874254.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=861236612269150
芋时代(奎桥店),吴航街道奎桥花园东区15号店,['18120957375'],"['http://p0.meituan.net/waimaipoi/4f870d52289ab9bbe4e90632a132e1c653657.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/waimaipoi/9d85a22e1fbe269d76f40c9fa9ff752961533.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=899002259693917
马金龙麻辣烫（步行街店）,福建省福州市长乐市吴航街道郑和东路102号长乐市燃料公司综合大楼一层,['15985736831'],"['http://p0.meituan.net/xianfu/ea0fd5073e6d57ed84c3d12195539883121144.jpg@900w_600h_1e_1c', 'http://p1.meituan.net/xianfu/24d77a478be3f3218c80796b55c55b7d50012.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=1079704418730496
福安郑品炖罐（惠航店）,郑和中路90号,['18950553176'],"['http://p0.meituan.net/waimaipoi/8532d1ec67c3af744569098e3f7a87e4171103.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/waimaipoi/86934e860648f95f16a7ac7fc5971398223102.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=1105255179166662
蒸鸡先生,福建省福州市长乐区吴航街道华达花园1幢110号、111号,['15960190321'],"['http://p1.meituan.net/waimaipoi/41e9b5f352c589d1271c9401febf847a104453.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/waimaipoi/5f520c15fb586d295f7b74ef360a2d7a195561.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=1089011612864063
零零基（一家专门做炸鸡的店）,福建省福州市长乐市吴航街道西洋中路110号国际明珠23号店面,['15860826282'],"['http://p0.meituan.net/waimaipoi/d98b292a23b1294c9ce9ce98edca8cd949289.jpg@900w_600h_1e_1c', 'http://p1.meituan.net/waimaipoi/b28a6c3fac56414e120411163038a983214983.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=932820832193727
三只鱼石锅鱼餐馆,航城街道罗马花园40#楼46-47号店,['18860137675'],"['http://p1.meituan.net/xianfu/998f6f6c284861b69d1c5848f0f7b704132885.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/xianfu/20e9d4f9f6d123dad9049198b5719761141899.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=1050550180765782
清风食堂,福建省福州市长乐区吴航街道郑和中路312号,['0591-28613188'],"['http://p1.meituan.net/waimaipoi/d295ef1417b5ac57b2da2320d69f2b2345361.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/waimaipoi/bc5a3909a516ecacffe4c50d16734715145878.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=1008768738892935
三叔粥铺（长乐店）,吴航街道华达花园西向16号店,['15859156752'],"['http://p0.meituan.net/waimaipoi/9e5493e2e59e7794c2b9a92b0c9d953d66818.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/waimaipoi/c492f22e7da9bfa12f16c00ac0fdc41767056.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=1096197093185446
1點點(长山湖店),福州市长乐市吴航路800号,['059128888311'],"['http://p0.meituan.net/xianfu/64dcce470a66d2b4dd13f0a80bc454c8113893.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/xianfu/fc8d720276f4cb7d76642a67afd758e0134127.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=924308206991259
董小宛牛焖饭,福建省福州市长乐市吴航街道文学路2号11座第15间店面,['18767706157'],"['http://p1.meituan.net/waimaipoi/c0aea992b0bbeca386ee6b61729d3a39132238.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/waimaipoi/e62a536ac90401dcd62b6f6517548534173993.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=964032359503974
华莱士（一中店）,培青路26-28号（近长乐一中）,['059128881521'],"['http://p0.meituan.net/xianfu/ea9a0fc18980c9ad72811e6a1d7cb33e135028.jpg@900w_600h_1e_1c', 'http://p1.meituan.net/xianfu/f57672a16dd894681d30b1128abada6347499.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=983943827894683
清口清汤面（长乐店）,吴航街道十洋村建设路8号,"['059128200073', '13871812168']","['http://p0.meituan.net/waimaipoi/270c70e819e6f3e394f4778cdff48a4550628.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/waimaipoi/c5a45b62c5eb9cf48c45f7fcf63c0ed651397.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=908369583397040
晴天炸鸡(长乐店),福建省福州市长乐区吴航街道河下街1411号,"['18960875216', '18259148406']","['http://p0.meituan.net/waimaipoi/07e38cda1b743fa607859e4a46b104b7113797.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/waimaipoi/7616116cd5bba170487454fcc84e52071313252.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=1050855123435675
甜品集市大食堂（一中店）,福建省福州市长乐市吴航街道培青路28号清清大酒店东面店,['059128667373'],"['http://p1.meituan.net/xianfu/607463326d0e82dc0613a8a0ad37698393049.jpg@900w_600h_1e_1c', 'http://p1.meituan.net/xianfu/4a249102676834e64df81a45562e14d7269289.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=1098975937002838
明记客家牛肉店(奎桥店),奎桥花园西区10号楼2-3号店（我家酸菜鱼隔壁）,['18850359550'],"['http://p0.meituan.net/xianfu/2fbb1fd3bb348d4fdea7af797fd608cf36871.jpg@900w_600h_1e_1c', 'http://p1.meituan.net/waimaipoi/14684afa1109601b2c0f4b6ffe12be80192205.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=1050107799090927
肯德基宅急送（永荣大润发店）,福州市长乐区航城街道广场南路888号永荣城市广场一层,['4009208801'],"['http://p0.meituan.net/waimaipoi/3879645c9fa108d39b50d354750bcc1d619791.jpg@900w_600h_1e_1c', 'http://p1.meituan.net/waimaipoi/771361ba1a6432a57aa4b36c0bd2bb6b726634.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=890042957938674
1點點(长山湖店),福州市长乐市吴航路800号,['059128888311'],"['http://p0.meituan.net/xianfu/64dcce470a66d2b4dd13f0a80bc454c8113893.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/xianfu/fc8d720276f4cb7d76642a67afd758e0134127.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=924308206991259
木炭先生(永荣店),福建省福州市长乐区航城街道广场南路888-54号、211室、212室,['18559137277'],"['http://p0.meituan.net/waimaipoi/185a1058e8eebd87c1be604dc7be2e57232234.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/waimaipoi/f0d28ff184b8115073df36755d2ca7c2238961.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=1057443603248338
华莱士（长乐长山湖店）,福建省福州市长乐区航城街道吴航路800-6号,['15980511848'],"['http://p1.meituan.net/waimaipoi/5a67d2c1b55fc38f52b63419ba4d8b4498373.jpg@900w_600h_1e_1c', 'http://p1.meituan.net/waimaipoi/4ad584dfa1848824ab4d968db46dfea2216434.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=1110804276953451
三只鱼石锅鱼餐馆,航城街道罗马花园40#楼46-47号店,['18860137675'],"['http://p1.meituan.net/xianfu/998f6f6c284861b69d1c5848f0f7b704132885.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/xianfu/20e9d4f9f6d123dad9049198b5719761141899.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=1050550180765782
鲜芋仙（长山湖店）,航城街道广场路39号长山湖购物广场1F-23,['059128987776'],['http://p1.meituan.net/xianfu/c7edd685dcb9a8bf2e18f120924b00b1133954.jpg@900w_600h_1e_1c'],,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=1042119159906449
MissChen韩国炸鸡,福建省福州市长乐市航城街道吴航路1000号皇庭丹郡13幢2层S69店面,"['15880129210', '13818803872']","['http://p1.meituan.net/xianfu/257b14d6ddbc44a8367e4d92cb734ca282339.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/xianfu/fee0d9db1664cf00b224dfc2d7ad3dda342461.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=901192693046966
清风食堂,福建省福州市长乐区吴航街道郑和中路312号,['0591-28613188'],"['http://p1.meituan.net/waimaipoi/d295ef1417b5ac57b2da2320d69f2b2345361.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/waimaipoi/bc5a3909a516ecacffe4c50d16734715145878.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=1008768738892935
马金龙清真麻辣烫（长山湖店）,福建省福州市长乐区航城街道吴航路800号龙团公寓（城市之春）6幢10、11号店面,['15080065606'],"['http://p1.meituan.net/xianfu/4610a7ed79de803453f7add48aaa5306126922.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/waimaipoi/2f8d81f4f10f3056f681a66e3597d75e255847.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=884382190996733
饭冰冰冰饭,福建省福州市长乐市吴航镇航辉花园郑和路6号店,"['18650793532', '15880422284']","['http://p1.meituan.net/xianfu/c10042f352aca1bac3da5e9e102d8b0189912.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/waimaipoi/1d989fd83dada3e77f431028bc8af62f222364.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=932206651848008
85度C（长山湖店FZ017）,福建省福州市长乐市长乐长山湖购物广场1楼,"['059128819085', '15860816509']","['http://p0.meituan.net/waimaipoi/6c70f1779d372453d7d710b24d1aff10123766.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/waimaipoi/dc6089c8a39434457dc26ebfc8656518247625.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=907403215732013
蒸鸡先生,福建省福州市长乐区吴航街道华达花园1幢110号、111号,['15960190321'],"['http://p1.meituan.net/waimaipoi/41e9b5f352c589d1271c9401febf847a104453.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/waimaipoi/5f520c15fb586d295f7b74ef360a2d7a195561.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=1089011612864063
凉凉冰饭烧烤,福建省福州市长乐市航城街道龙门村龙景路新村一区一排1号-1间店面,['18259177520'],"['http://p0.meituan.net/xianfu/4fc9457dfd5d8097563609faf281010455485.jpg@900w_600h_1e_1c', 'http://p1.meituan.net/waimaipoi/6b56bf381857771b8f0495fae4a1fff1216374.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=993628979167201
芋时代（永荣店）,福建省福州市长乐区航城街道广场南路888-63号,['19942994222'],"['http://p1.meituan.net/waimaipoi/bde1c7d866de90205c00210b8f16f7ef105066.jpg@900w_600h_1e_1c', 'http://p1.meituan.net/waimaipoi/9553051e8f69bc3c4a73e2b24402181a158992.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=1027945767868483
沙县主题小吃（阳光店）,长乐市航城街道阳光花园1#5#楼6号店,['18060576322'],"['http://p1.meituan.net/waimaipoi/64ac001597be429148d597189fc9bfa5103002.jpg@900w_600h_1e_1c', 'http://p1.meituan.net/waimaipoi/2989d7cc2f906ace441a5e3d1ef8dbcf220201.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=954089510249978
古仔捞化（古仔牛肉坊）,福建省福州市长乐市航城街道凯升小区4-10号店,['13599951869'],"['http://p1.meituan.net/waimaipoi/6847a5b0f13a794702f882abc99cc905101263.jpg@900w_600h_1e_1c', 'http://p1.meituan.net/waimaipoi/eab15874b85fa9cccfd85a410f875e48227655.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=1114085631932699
炭先生(烧烤炭烧生蚝),福建省福州市长乐市航城街道下朱村青云花园3号店面,['15985739754'],"['http://p1.meituan.net/xianfu/50d094bd188c6dcafdbddd8c6d56d174203110.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/xianfu/cc05e0412d0a97e255e4193d73c71f78217331.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=1121911062392221
凉皮先生（长乐店）,长乐市航城街道阳光花园一区3栋15号店面,['15394408016'],"['http://p0.meituan.net/xianfu/e041e17735f2d22455af962329962c25104987.jpg@900w_600h_1e_1c', 'http://p1.meituan.net/waimaipoi/09805ce9ec2a6b05808ed49eb15017b9123115.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=903103953481023
疯狂烧烤,筹岐广场路799-128-1,['18650089727'],"['http://p1.meituan.net/waimaipoi/e8718096b22cd500358ec96afe37fdf91178678.jpg@900w_600h_1e_1c', 'http://p0.meituan.net/waimaipoi/fcf1a6267e1a836ff04a194e5161f2cf1394332.jpg@900w_600h_1e_1c']",,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=863001843841847
水煮鱼一号,福建省福州市长乐区航城街道朝阳中路26-13号,['13509352327'],[],,http://i.waimai.meituan.com/node/legacy/poi-qualification?wm_poi_id=899281432573603
